"platName","compname","avg_revenue","投资期限","注册资金","自动投标","债权转让","资金托管","投标保障","保障模式","担保机构","业务类型","xingzhi","考察报告","risk_capital","user_capital","if_tuoguan","platId","allPlatPin","problem_time","online_tine","re_capital","origin","待收金额","涉及人数","event"
"方元在线","fyzx","8.33%","6月标(79.6%)、4-6月标(8.9%)等","1000万元","支持","随时","用户资金托管托管机构为双乾网络支付","担保公司","融资性担保公司、平台垫付",NA,"个人信用贷(50%)、房贷(50%)",NA,NA,NA,"双乾网络支付",1,1914,"fangyuanzaixian",NA,NA,NA,NA,NA,NA,"1"
"方圆财富","fycf3",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3172,"fangyuancaifu","2015.1","NA","500.00万元","合肥","NA","NA","提现困难"
"房车贷","fcd2",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3283,"fangchedai","2014.11","2014.07","500.00万元","湖南","NA","NA","停业"
"房贷通","fdt",NA,NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,705,"fangdaitong","2016.04","2014.07","2000.00万元","广东","NA","NA","跑路"
"房金所","fjs","8.99%","4-6月标(41.4%)、6月标(31.1%)等","2000万元","支持","1个月","无托管",NA,NA,NA,NA,"上市公司系",NA,NA,NA,0,985,"fangjinsuo",NA,NA,NA,NA,NA,NA,"1"
"房融界","frj","12%","3月标(40.0%)、1月标(30.0%)","1000万元","支持","不可转让","用户资金托管托管机构为新浪支付","抵押加合作资产端连带责任及回购承诺","市区房产抵押",NA,"房贷(100%)","民营系",NA,NA,"新浪支付",1,3232,"fangrongjie",NA,NA,NA,NA,NA,NA,"1"
"房融所","frs","7.22%","4-6月标(29.0%)、3月标(29.0%)等","3000万元","支持","1个月","用户资金托管托管机构为新浪支付","保本保息","平台垫付",NA,"房贷(100%)","民营系",NA,NA,"新浪支付",1,3609,"fangrongsuo",NA,NA,NA,NA,NA,NA,"1"
"房司令","fsl","15%","2月标(50.0%)、1月标(20.0%)等","200万元","支持","随时","无托管","平台垫付，风险准备金(500万元)","平台垫付",NA,"个人信用贷(10%)、房贷(90%)","民营系",NA,NA,NA,0,1546,"fangsiling","2015.08","2015.01","200.00万元","江苏","NA","NA","停业"
"房易贷","fyd4","13.55%","4-6月标(45.5%)、6月标(32.8%)等","5000万元","支持","1个月","用户资金托管托管机构为双乾支付","VIP保本保息","小贷公司、风险准备金(1000万元)",NA,"房贷(100%)",NA,NA,NA,"双乾支付",1,1959,"fangyidai",NA,NA,NA,NA,NA,NA,"1"
"放心e贷","fxed","18%","1月标(70.0%)、2月标(25.0%)等","1000万元","支持","不可转让","用户资金托管托管机构为新浪支付","100％本息安全保障","融资性担保公司、非融资性担保公司、风险准备金(100万元)","武汉天安担保有限公司(承保2000万)","个人信用贷(17%)、车贷(38%)、房贷(45%)","民营系",NA,NA,"新浪支付",1,1288,"fangxinedai",NA,NA,NA,NA,NA,NA,"1"
"放心贷","fxd","15%",NA,"1000万元","不支持","随时","用户资金托管托管机构为易宝支付","本息保障制度","非融资性担保公司、合作机构",NA,"车贷(30%)、房贷(30%)、供应链(40%)","民营系",NA,NA,"易宝支付",1,1509,"fangxindai","2016.04","2015.04","1000.00万元","北京","NA","NA","提现困难，已恢复"
"放心投资","fxtz",NA,NA,"3000万元","不支持","随时","无托管",NA,NA,NA,"供应链(100%)",NA,NA,NA,NA,0,1375,"fangxintouzi","2016.03","2014.1","3000.00万元","广东","NA","NA","跑路"
"飞鸟金融","fnjr","11.76%","3月标(30.0%)、2月标(20.0%)等","1000万元","支持","不可转让","用户资金托管托管机构为丰付支付","风险互助金+保证金保障",NA,NA,"车贷(99%)","民营系",NA,NA,"丰付支付",1,1270,"feiniaojinrong",NA,NA,NA,NA,NA,NA,"1"
"飞融网","frw7","15%",NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1029,"feirongwang",NA,NA,NA,NA,NA,NA,"1"
"飞速贷","fsd","19.6%","2月标(48.0%)、1月标(45.0%)等","1000万元","支持","不可转让","无托管","VIP保本保息",NA,NA,NA,"民营系",NA,NA,NA,0,301,"feisudai","2016.02","2015.03","1000.00万元","湖北","NA","NA","提现困难"
"飞特金融","ftjr","16.41%","3月标(51.4%)、1月标(41.9%)等","1000万元","支持","随时","无托管","VIP保本保息","平台垫付、风险准备金(500万元)",NA,"个人信用贷(60%)、车贷(5%)、房贷(35%)","民营系",NA,NA,NA,0,1746,"feitejinrong",NA,NA,NA,NA,NA,NA,"1"
"飞阳易贷","fyyd","15%",NA,"1000万元","支持","3个月","无托管","平台垫付+抵押物","小贷公司",NA,"房贷(99%)","民营系",NA,NA,NA,0,1514,"feiyangyidai",NA,NA,NA,NA,NA,NA,"1"
"飞翼聚财","fyjc6",NA,NA,"8000万元","支持","1个月","无托管","vip本息保障，非vip本金保障","非融资性担保公司、平台垫付、风险准备金(300万元)",NA,"个人信用贷(15%)、车贷(15%)、房贷(30%)、银行过桥(10%)、债券流转(20%)、供应链(10%)",NA,NA,NA,NA,0,2561,"feiyijucai5",NA,NA,NA,NA,NA,NA,"1"
"飞鱼贷","fyd","15%","3月标(40.0%)、1月标(30.0%)等","1000万元","不支持","不可转让","无托管","武汉中金联金融服务有限公司担保保本保息","融资性担保公司、风险准备金(100万元)",NA,"个人信用贷(10%)、车贷(10%)、供应链(80%)","民营系",NA,NA,NA,0,935,"feiyudai",NA,NA,NA,NA,NA,NA,"1"
"非常有财","fcyc","9%",NA,"3000万元","不支持","不可转让","用户资金托管托管机构为宝付","保本保息","融资性担保公司",NA,"供应链(100%)","民营系",NA,NA,"宝付",1,2801,"feichangyoucai",NA,NA,NA,NA,NA,NA,"1"
"非诚勿贷","fcwd",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2230,"feichengwudai","2013.06","NA","NA","浙江","2700.00万元","NA","提现困难"
"分分贷","ffd",NA,"1月标(60.0%)、2月标(10.0%)等","6000万元","支持","1个月","无托管","风险准备金","小贷公司、融资性担保公司、平台垫付、实物资产",NA,"车贷(20%)、房贷(10%)、供应链(70%)","民营系",NA,NA,NA,0,2287,"fenfendai","2012年","NA","NA","上海","NA","NA","停业，已恢复"
"分钱网","fqw","18.4%","3月标(100.0%)","10000万元","支持","不可转让","无托管","分钱网对每一笔借款业务跟投不少于10％作为风险保障金","小贷公司",NA,"房贷(100%)","民营系",NA,NA,NA,0,1761,"fenqianwang",NA,NA,NA,NA,NA,NA,"1"
"汾湖投资","fhtz",NA,NA,"10000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3124,"fenhutouzi","2015.01","2014.05","10000.00万元","广东","NA","NA","跑路"
"丰彩投资 ","fctz",NA,NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2804,"fengcaitouzi",NA,NA,NA,NA,NA,NA,"1"
"丰储宝","fcb","24%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,626,"fengchubao",NA,NA,NA,NA,NA,NA,"1"
"丰达财富","fdcf","26.8%",NA,"500万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,139,"fengdacaifu","2015.12","2013.04","500.00万元","浙江","NA","NA","停业"
"丰汇财富","fhcf1",NA,"1月标(60.0%)、2月标(30.0%)等","1000万元","支持",NA,"无托管","VIP保本保息","平台垫付",NA,"车贷(70%)、房贷(30%)",NA,NA,NA,NA,0,4220,"fenghuicaifu",NA,NA,NA,NA,NA,NA,"1"
"丰汇金融","fhjr1","13.63%","4-6月标(68.8%)、3月标(29.6%)等","10000万元","支持","3个月","用户资金托管托管机构为易宝支付有限公司","全额本息保障","融资性担保公司",NA,"个人信用贷(20%)、车贷(20%)、房贷(60%)","国资系",NA,NA,"易宝支付有限公司",1,1516,"fenghuijinrong",NA,NA,NA,NA,NA,NA,"1"
"丰利金服","fljf",NA,"2月标(30.0%)、3月标(30.0%)等","1000万元","支持","随时","无托管","保本保息","小贷公司",NA,"个人信用贷(30%)、房贷(30%)、债券流转(30%)",NA,NA,NA,NA,0,2367,"fenglijinfu",NA,NA,NA,NA,NA,NA,"1"
"丰谦创投","fqct",NA,NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2458,"fengqianchuangtou","2015.08","2015.07","2000.00万元","云南","NA","NA","跑路"
"丰融贷","frd2",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2414,"fengrongdai2","2015.07","NA","NA","江苏","NA","NA","跑路"
"丰盛金","fsj","22.5%","1月标(40.0%)、2月标(30.0%)等","1000万元","支持","不可转让","无托管","100％本息保障","平台垫付",NA,"车贷(50%)、房贷(50%)","民营系",NA,NA,NA,0,1526,"fengshengjin",NA,NA,NA,NA,NA,NA,"1"
"丰收贷","fsd1","14.4%",NA,"1000万元","不支持","2个月","无托管","抵押+担保+回购+风险保证金","小贷公司、融资性担保公司",NA,NA,"上市公司系",NA,NA,NA,0,514,"fengshoudai",NA,NA,NA,NA,NA,NA,"1"
"丰收贷理财","fsdlc","18%","2月标(35.0%)、3月标(30.0%)等","1000万元","支持","随时","无托管","足额实物抵押，100％本息保障","足额实物抵押、风险准备金(500万元)",NA,"车贷(30%)、房贷(30%)","民营系",NA,NA,NA,0,1810,"fengshoudailicai",NA,NA,NA,NA,NA,NA,"1"
"丰投网","ftw",NA,"1月标(100.0%)","1063万元","支持","不可转让","无托管",NA,"风险准备金(1000万元)",NA,NA,NA,NA,NA,NA,0,2105,"fengtouwang",NA,NA,NA,NA,NA,NA,"1"
"丰益贷","fyd5","18%","2月标(20.0%)、4-6月标(20.0%)等","5000万元","不支持","不可转让","无托管","第三方担保、本息保障","平台垫付、风险准备金(1000万元)","深圳市聚和茂投资担保有限公司(承保6000万)","个人信用贷(33%)、车贷(33%)、房贷(34%)","民营系",NA,NA,NA,0,2713,"fengyidai",NA,NA,NA,NA,NA,NA,"1"
"丰银凯利","fykl",NA,NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,700,"fengyinkaili","2015.11","2014.07","2000.00万元","湖南","NA","NA","停业"
"风瑞投资","frtz",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2903,"fengruitouzi","2015.04","2015.04","1000.00万元","上海","NA","NA","停业"
"风涌时贷","fysd","11.5%","3月标(60.0%)、1月标(20.0%)","3000万元","不支持","随时","用户资金托管托管机构为汇付天下","风险备付金","风险准备金(200万元)",NA,"个人信用贷(60%)、车贷(40%)","民营系",NA,NA,"汇付天下",1,3913,"fengyongshidai",NA,NA,NA,NA,NA,NA,"1"
"峰诺贷","fnd",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2898,"fengnuodai","2015.04","2014.12","1000.00万元","山东","80.15万元","NA","提现困难"
"锋逸信投","fyxt",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2343,"fengyixintou","2014.01","2013.1","1000.00万元","上海","1700.00万元","NA","跑路"
"蜂投网","ftw1","16.2%","1月标(42.7%)、2月标(11.7%)等","5000万元","支持","随时","用户资金托管托管机构为汇付天下","保本保息","小贷公司、融资性担保公司、投融资平台",NA,NA,"民营系",NA,NA,"汇付天下",1,2570,"fengtouwang1",NA,NA,NA,NA,NA,NA,"1"
"蜂缘财富","fycf4","12%","1月标(25.0%)、3月标(25.0%)","20000万元",NA,"不可转让","无托管",NA,"平台垫付",NA,"房贷(100%)","民营系",NA,NA,NA,0,3982,"fengyuancaifu",NA,NA,NA,NA,NA,NA,"1"
"凤城贷","fcd1",NA,NA,"1100万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3001,"fengchengdai1","2015.03","2014.12","1100.00万元","山东","2719.00万元","NA","跑路"
"凤凰金融(京)","fhjr5",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2857,"fenghuangjinrong1",NA,NA,NA,NA,NA,NA,"1"
"福汇财富","fhcf","9.5%","天标(20.0%)、3月标(20.0%)等","50万元","不支持","随时","用户资金托管托管机构为易宝支付","保本保息","平台垫付、风险准备金(100万元)",NA,"个人信用贷(5%)、车贷(40%)、房贷(45%)、银行过桥(5%)、供应链(5%)","民营系",NA,NA,"易宝支付",1,2707,"fuhuicaifu",NA,NA,NA,NA,NA,NA,"1"
"福人创投","frct",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3140,"furenchuangtou","2015.01","2014.12","1000.00万元","山东","NA","NA","提现困难"
"福润汇鑫","frhx8",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2365,"furunhuixin","2014.04","2012年","NA","北京","NA","NA","跑路"
"福润融通","frrt","34%","1月标(75.0%)、2月标(10.0%)等","1500万元","支持","随时","无托管","VIP保本保息","小贷公司、融资性担保公司、非融资性担保公司",NA,"车贷(90%)、房贷(10%)","民营系",NA,NA,NA,0,1517,"furunrongtong","2016.04","2015.01","1500.00万元","山东","NA","NA","跑路"
"福祥创投","fxct1",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2253,"fuxiangchuangtou1","2016.05","2013.1","NA","福建","NA","NA","跑路"
"福翔创投","fxct",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2251,"fuxiangchuangtou","2013.1","2013.1","NA","福建","80.00万元","NA","跑路"
"福鑫e融","fxer3","21%","1月标(60.0%)、2月标(40.0%)","3000万元","不支持","不可转让","无托管","融资性担保公司全额代偿","融资性担保公司、风险准备金(500万元)","贵州金谷林融资担保有限公司(承保5000万)","个人信用贷(10%)、车贷(20%)、房贷(20%)、供应链(50%)","民营系",NA,NA,NA,0,1261,"fuxinerong",NA,NA,NA,NA,NA,NA,"1"
"福易贷","fyd1",NA,NA,"510万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,517,"fuyidai","2015.02","2014.03","510.00万元","河南","NA","NA","跑路"
"福银票号","fyph","5.94%","1月标(25.0%)、4-6月标(23.7%)等","3000万元","支持","1个月","用户资金托管托管机构为新浪支付","保本保息","融资性担保公司",NA,NA,"民营系",NA,NA,"新浪支付",1,2120,"fuyinpiaohao",NA,NA,NA,NA,NA,NA,"1"
"福赢万宝","fywb","11%","4-6月标(80.0%)、3月标(10.0%)","7000万元","不支持","随时","用户资金托管托管机构为宝付网络科技（上海）有限公司",NA,"非融资性担保公司",NA,"个人信用贷(20%)、债券流转(80%)","民营系",NA,NA,"宝付网络科技（上海）有限公司",1,3623,"fuyingwanbao",NA,NA,NA,NA,NA,NA,"1"
"福州财富","fzcf",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2827,"fuzhoucaifu","2015.05","2013.02","500.00万元","福建","NA","NA","跑路"
"付融宝","frb","10.36%","6月标(47.8%)、4-6月标(19.3%)等","11000万元","不支持","1个月","用户资金托管托管机构为中金支付、风险准备金托管托管机构为中金支付","本息保障","小贷公司、融资性担保公司、上市公司、国有企业、大型电商公司、融资租赁公司、风险准备金(457.6万元)",NA,NA,"上市公司系",NA,"中金支付","中金支付",1,460,"furongbao",NA,NA,NA,NA,NA,NA,"1"
"富城贷","fcd4",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3326,"fuchengdai4","2014.11","2013.12","1000.00万元","浙江","NA","NA","提现困难"
"富创贷","fcd",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2356,"fuchuangdai","2014.03","NA","NA","福建","NA","NA","跑路"
"富春贷","fcd12","18%","1月标(100.0%)","3180万元","支持","不可转让","无托管","风险准备金VIP保本保息",NA,NA,"车贷(99%)","民营系",NA,NA,NA,0,1291,"fuchundai",NA,NA,NA,NA,NA,NA,"1"
"富达亚金融","fdyjr",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,642,"fudayajinrong","2015.1","2014.05","1000.00万元","广东","NA","NA","经侦介入"
"富二贷","fed","33%",NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,859,"fuerdai",NA,NA,NA,NA,NA,NA,"1"
"富国创投","fgct",NA,"1月标(40.0%)、2月标(30.0%)等","8800万元","支持","随时","无托管","VIP保本保息","小贷公司、非融资性担保公司、平台垫付",NA,"个人信用贷(10%)、车贷(80%)、房贷(10%)","民营系",NA,NA,NA,0,4217,"fuguochuangtou",NA,NA,NA,NA,NA,NA,"1"
"富豪创投","fhct",NA,NA,"3000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2335,"fuhaochuangtou","2014.01","2013.1","3000.00万元","湖北","NA","NA","提现困难"
"富弘易贷","fhyd",NA,NA,"1200万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2851,"fuhongyidai","2015.05","2015.04","1200.00万元","山东","NA","NA","跑路"
"富宏金融","fhjr2","18%","1月标(80.0%)、2月标(10.0%)等","3000万元","支持","随时","无托管","保本保息","连带担保",NA,"车贷(30%)、房贷(30%)、银行过桥(10%)、供应链(30%)","民营系",NA,NA,NA,0,2423,"fuhongjinrong","2015.12","2015.05","3000.00万元","广东","NA","NA","跑路"
"富华金融","fhjr3","18%",NA,"600万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2695,"fuhuajinrong8","2015.08","2015.03","600.00万元","山东","NA","NA","跑路"
"富金利","fjl","16.11%","1月标(66.0%)、3月标(28.2%)","11700万元","不支持","不可转让","用户资金托管托管机构为宝付","第三方担保公司担保","融资性担保公司",NA,"个人信用贷(10%)、车贷(10%)、房贷(60%)、银行过桥(10%)、供应链(10%)",NA,NA,NA,"宝付",1,2817,"fujinli",NA,NA,NA,NA,NA,NA,"1"
"富莱而金融","flejr",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3009,"fulaierjinrong","2015.03","2014.09","500.00万元","北京","NA","NA","跑路"
"富利网","flw1","18%","1月标(80.0%)、2月标(10.0%)","1000万元","支持","随时","用户资金托管托管机构为易宝支付","风险备用金","风险准备金(2000万元)",NA,"个人信用贷(10%)、车贷(10%)、房贷(30%)、银行过桥(20%)、供应链(30%)",NA,NA,NA,"易宝支付",1,2669,"fuliwang",NA,NA,NA,NA,NA,NA,"1"
"富民投资网","fmtzw","16%","2月标(75.0%)、1月标(25.0%)","9000万元",NA,"随时","用户资金托管托管机构为宝付",NA,NA,NA,"车贷(80%)、房贷(20%)","民营系",NA,NA,"宝付",1,1322,"fumintouziwang",NA,NA,NA,NA,NA,NA,"1"
"富民网贷","fmwd","20%","1月标(60.0%)、2月标(40.0%)","1000万元","不支持",NA,"风险准备金托管托管机构为中国银行","抵押、担保公司、风险备用金","平台垫付、风险准备金(500万元)","广西中汇通融资担保性有限责任公司(承保150万)","车贷(60%)、房贷(40%)","民营系",NA,"中国银行",NA,1,2015,"fuminwangdai","2016.02","2015.01","1000.00万元","广西","NA","NA","跑路"
"富桥金融","fqjr","18%","天标(100.0%)","1000万元","不支持","3个月","无托管","VIP会员平台提供100％本息保障","非融资性担保公司、平台垫付",NA,"车贷(70%)、银行过桥(30%)",NA,NA,NA,NA,0,1827,"fuqiaojinrong",NA,NA,NA,NA,NA,NA,"1"
"富仁金融","frjr3",NA,"1月标(80.0%)、天标(20.0%)","12000万元","不支持","1个月","用户资金托管托管机构为富友","VIP保本保息","非融资性担保公司",NA,"个人信用贷(50%)、车贷(50%)","民营系",NA,NA,"富友",1,3977,"furenjinrong",NA,NA,NA,NA,NA,NA,"1"
"富瑞财富","frcf","11%",NA,"1000万元","不支持","不可转让","用户资金托管托管机构为乾多多","相关企业做不可撤销连带担保","融资性担保公司",NA,NA,"民营系",NA,NA,"乾多多",1,1367,"furuicaifu","2016.05","2014.11","1000.00万元","广东","NA","NA","停业"
"富瑞通","frt",NA,"1月标(60.0%)、3月标(20.0%)","3000万元","不支持","不可转让","用户资金托管托管机构为融宝支付",NA,"非融资性担保公司",NA,NA,"民营系",NA,NA,"融宝支付",1,3592,"furuitong",NA,NA,NA,NA,NA,NA,"1"
"富润金融","frjr","22.5%",NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1136,"furunjinrong","2015.08","2014.08","1000.00万元","广东","NA","NA","经侦介入"
"富田在线","ftzx","10%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,756,"futianzaixian",NA,NA,NA,NA,NA,NA,"1"
"富通财富","ftcf","18%","1月标(90.0%)、2月标(10.0%)","3000万元","支持","不可转让","无托管","VIP保本保息","风险准备金(50万元)",NA,"个人信用贷(10%)、车贷(60%)、房贷(30%)","民营系",NA,NA,NA,0,1789,"futongcaifu",NA,NA,NA,NA,NA,NA,"1"
"富通贷","ftd",NA,"3月标(45.0%)、1月标(11.0%)","5000万元","不支持","不可转让","无托管","先行赔付保本保息","平台垫付",NA,"房贷(100%)","民营系",NA,NA,NA,0,547,"futongdai",NA,NA,NA,NA,NA,NA,"1"
"富轩投资","fxtz1","25%","1月标(78.0%)、天标(17.0%)等","3000万元","支持","随时","无托管","普通会员保本金，VIP保本保息","平台垫付",NA,"车贷(90%)","民营系",NA,NA,NA,0,2188,"fuxuantouzi",NA,NA,NA,NA,NA,NA,"1"
"富壹贷","fyd3","18%",NA,"10000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,732,"fuyidai2","2015.07","2014.06","10000.00万元","广东","NA","NA","提现困难"
"富赢财富","fycf1",NA,NA,"1200万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2580,"fuyingcaifu","2015.06","2014.12","1200.00万元","山东","NA","NA","跑路"
"富裕财富","fycf","21.6%","1月标(100.0%)","1000万元","支持","1个月","无托管","全权保本保息","小贷公司、平台垫付",NA,"车贷(80%)、房贷(20%)",NA,NA,NA,NA,0,2008,"fuyucaifu","2015.09","2015.04","1000.00万元","山东","NA","NA","提现困难"
"富源财富","fycf2",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2743,"fuyuancaifu1","2015.06","2015.03","1000.00万元","山东","NA","NA","跑路"
"赶贷网","gdw2","18%",NA,"5001万元","支持","不可转让","无托管","VIP可设置自动投标","小贷公司、平台垫付",NA,"车贷(90%)","民营系",NA,NA,NA,0,1673,"gandaiwang",NA,NA,NA,NA,NA,NA,"1"
"感投网","gtw",NA,NA,"100万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2775,"gantouwang","2015.06","2014.03","100.00万元","北京","NA","NA","提现困难"
"淦源贷","gyd3","18%",NA,"3000万元","支持",NA,"无托管","保本保息","小贷公司",NA,"个人信用贷(10%)、车贷(70%)、房贷(10%)、银行过桥(10%)","民营系",NA,NA,NA,0,3908,"ganyuandai",NA,NA,NA,NA,NA,NA,"1"
