"platName","compname","avg_revenue","投资期限","注册资金","自动投标","债权转让","资金托管","投标保障","保障模式","担保机构","业务类型","xingzhi","考察报告","risk_capital","user_capital","if_tuoguan","platId","allPlatPin","problem_time","online_tine","re_capital","origin","待收金额","涉及人数","event"
"利好贷","lhd1","18%","4-6月标(40.0%)、3月标(30.0%)等","500万元","支持","随时","无托管","VIP保本保息","平台垫付",NA,"车贷(70%)、房贷(20%)、银行过桥(10%)","民营系",NA,NA,NA,0,405,"lihaodai",NA,NA,NA,NA,NA,NA,"1"
"利金行","ljh","9.6%","1月标(34.0%)、2月标(33.0%)等","20000万元","不支持",NA,"无托管","风险准备金","风险准备金(100万元)",NA,"车贷(60%)、房贷(40%)","民营系",NA,NA,NA,0,3329,"lijinhang",NA,NA,NA,NA,NA,NA,"1"
"利巨人","ljr","15%","1月标(50.0%)、2月标(20.0%)等","1000万元","支持","随时","用户资金托管托管机构为汇付天下","房产抵押：本息垫付；车辆质押：垫本追息","平台垫付",NA,"车贷(50%)、房贷(50%)","民营系",NA,NA,"汇付天下",1,962,"lijuren",NA,NA,NA,NA,NA,NA,"1"
"利聚网","ljw","16.57%","1月标(43.0%)、2月标(18.3%)等","1000万元","支持","3个月","无托管","vip保本保息","风险准备金(110万元)",NA,"车贷(99%)","民营系","2015.8.13长沙利聚网参观考察报告【盈灿咨询】2015-08-12",NA,NA,0,1450,"lijuwang",NA,NA,NA,NA,NA,NA,"1"
"利民网","lmw","14%","1月标(35.0%)、4-6月标(30.0%)等","5000万元","支持","2个月","无托管","本息保障","融资性担保公司","深圳深业融资担保有限公司(承保10000万)","个人信用贷(70%)、车贷(30%)","民营系",NA,NA,NA,0,897,"liminwang",NA,NA,NA,NA,NA,NA,"1"
"利魔方","lmf","11.6%",NA,"10000万元","不支持","不可转让","无托管","保本保息","实时回购",NA,NA,NA,NA,NA,NA,0,3491,"limofang",NA,NA,NA,NA,NA,NA,"1"
"利人金融","lrjr","19%",NA,"3000万元","支持","不可转让","无托管","VIP会员享有坏账本息收购，非VIP会员享有坏账本金收购，不享有坏账利息收购。","平台垫付",NA,"个人信用贷(50%)、车贷(10%)、银行过桥(12%)",NA,NA,NA,NA,0,1479,"lirenjinrong","2015.08","2015.01","3000.00万元","浙江","NA","NA","停业"
"利人金融（沪）","lrjr1","10%","2月标(100.0%)","1000万元","支持","不可转让","用户资金托管托管机构为乾多多","第三方金融机构提供资金本息保障","融资性担保公司、商业保理公司",NA,"个人信用贷(20%)、车贷(10%)、房贷(30%)","民营系",NA,NA,"乾多多",1,1911,"lirenjinrong1",NA,NA,NA,NA,NA,NA,"1"
"利融网","lrw","13.85%","1月标(50.2%)、3月标(16.5%)等","1000万元","支持","随时","用户资金托管托管机构为通联支付","VIP本金保障","平台垫付",NA,"个人信用贷(80%)、供应链(20%)","民营系",NA,NA,"通联支付",1,1078,"lirongwang",NA,NA,NA,NA,NA,NA,"1"
"利他人","ltr","13%","2月标(60.0%)、1月标(40.0%)","5000万元","支持","随时","无托管","担保公司担保，平台垫付，VIP保本保息","小贷公司",NA,"个人信用贷(50%)、车贷(30%)、房贷(20%)","民营系",NA,NA,NA,0,1154,"litaren","2015.11","2014.09","5000.00万元","广东","NA","NA","停业"
"利往行","lwh","15%","1月标(100.0%)","1000万元","支持",NA,"用户资金托管托管机构为宝付","车辆抵质押，风险保障金","非融资性担保公司",NA,"车贷(99%)","民营系",NA,NA,"宝付",1,1474,"liwanghang",NA,NA,NA,NA,NA,NA,"1"
"利盈贷","lyd8","18%","1月标(38.0%)、2月标(35.0%)等","5000万元","支持","随时","用户资金托管托管机构为乾多多","VIP保本保息，非VIP保本","融资性担保公司、平台垫付",NA,"个人信用贷(30%)、车贷(40%)、房贷(30%)","民营系",NA,NA,"乾多多",1,2223,"liyingdai",NA,NA,NA,NA,NA,NA,"1"
"利众e贷","lzed","12.5%","1月标(50.0%)、2月标(10.0%)等","10000万元","支持","不可转让","风险准备金托管托管机构为柳州银行",NA,"融资性担保公司、平台垫付、风险准备金(200万元)",NA,"个人信用贷(10%)、车贷(40%)、房贷(50%)","民营系",NA,"柳州银行",NA,1,2937,"lizhongedai",NA,NA,NA,NA,NA,NA,"1"
"荔园银河系","lyyhx","17%",NA,"1000万元","支持","2个月","无托管","分本金保障和本息保障","线上线下相结合","广东融易财富资产管理有限公司(承保1000万)","个人信用贷(10%)、车贷(20%)、房贷(20%)、银行过桥(10%)、债券流转(30%)、供应链(10%)","民营系",NA,NA,NA,0,1217,"liyuanyinhexi","2015.12","2014.09","1000.00万元","广东","NA","NA","跑路"
"粒子财富","lzcf1","17.13%","1月标(63.7%)、2月标(22.8%)等","1000万元","支持","不可转让","无托管","保本保息","平台垫付、风险准备金(100万元)",NA,"车贷(99%)","民营系",NA,NA,NA,0,1941,"lizicaifu",NA,NA,NA,NA,NA,NA,"1"
"连盈贷","lyd9","14%","2月标(20.0%)、4-6月标(20.0%)等","10000万元","不支持","不可转让","用户资金托管托管机构为新浪支付","风险保证金","平台垫付、风险准备金(5000万元)",NA,"个人信用贷(10%)、车贷(30%)、房贷(60%)","民营系",NA,NA,"新浪支付",1,3313,"lianyingdai",NA,NA,NA,NA,NA,NA,"1"
"连云港e贷","lyged",NA,NA,"6000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,4046,"lianyungangedai","2016.02","2015.09","6000.00万元","江苏","NA","NA","停业"
"连资贷","lzd2","8.67%","4-6月标(45.6%)、1月标(16.5%)等","1000万元","支持","随时","风险准备金托管托管机构为招商银行","VIP保本保息","平台垫付",NA,"个人信用贷(90%)、债券流转(10%)","民营系",NA,"招商银行",NA,1,1282,"lianzidai",NA,NA,NA,NA,NA,NA,"1"
"莲花财富","lhcf",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2307,"lianhuacaifu","2013.11","2013.03","NA","浙江","NA","NA","提现困难"
"联帮财富","lbcf","10%",NA,"2000万元","不支持","随时","无托管","本金保障","平台垫付",NA,"(100%)","民营系",NA,NA,NA,0,292,"lianbangcaifu","2014.12","2013.09","2000.00万元","江苏","NA","NA","跑路"
"联帮贷","lbd",NA,NA,"2000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3041,"lianbangdai","2015.02","2013.09","2000.00万元","广东","NA","NA","跑路"
"联保投资网","lbtzw","18%","2月标(100.0%)","1000万元","不支持","随时","用户资金托管托管机构为新浪支付","100％本息保障","纯平台性质",NA,NA,"民营系",NA,NA,"新浪支付",1,697,"lianbaotouziwang",NA,NA,NA,NA,NA,NA,"1"
"联创财富","lccf",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3279,"lianchuangcaifu","2014.11","2013.11","500.00万元","浙江","4826.00万元","NA","提现困难"
"联富金融","lfjr","20%",NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3023,"lianfujinrong","2015.03","2014.12","500.00万元","广东","NA","NA","跑路"
"联豪创投","lhct1","13.39%","3月标(60.5%)、4-6月标(31.6%)等","1200万元","支持","1个月","无托管",NA,"风险准备金(300万元)",NA,"供应链(100%)","民营系",NA,NA,NA,0,455,"lianhaochuangtou",NA,NA,NA,NA,NA,NA,"1"
"联合贷","lhd","15%",NA,"5100万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,261,"lianhedai","2016.04","2013.09","5100.00万元","浙江","NA","NA","跑路"
"联合信贷","lhxd",NA,NA,"800万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2489,"lianhexindai","2015.07","2015.05","800.00万元","山东","NA","NA","停业"
"联合易贷","lhyd",NA,NA,"2000万元","不支持","不可转让","无托管","债权人回购","小贷公司、非融资性担保公司",NA,NA,NA,NA,NA,NA,0,2556,"lianheyidai","2016.02","2015.07","2000.00万元","广东","NA","NA","停业"
"联恒金融","lhjr","16%",NA,"1000万元","支持","1个月","用户资金托管托管机构为双乾网络支付有限公司","保本保息","小贷公司、融资性担保公司、非融资性担保公司、平台垫付",NA,"债券流转(20%)、供应链(80%)","民营系",NA,NA,"双乾网络支付有限公司",1,3637,"lianhengjinrong",NA,NA,NA,NA,NA,NA,"1"
"联金所","ljs","10%","1月标(30.0%)、3月标(30.0%)","6800万元","支持","随时","无托管","本息保障","小贷公司、融资性担保公司、风险准备金(1000万元)",NA,"个人信用贷(100%)","上市公司系",NA,NA,NA,0,660,"lianjinsuo",NA,NA,NA,NA,NA,NA,"1"
"联连理财","lllc","10%","1月标(50.0%)、3月标(43.0%)","5000万元","不支持","随时","用户资金托管托管机构为汇付天下","会员保本保息","融资性担保公司、非融资性担保公司",NA,NA,"上市公司系",NA,NA,"汇付天下",1,3859,"lianlianlicai",NA,NA,NA,NA,NA,NA,"1"
"联诺财富","lncf",NA,"1月标(60.0%)、天标(20.0%)等","3000万元","支持","随时","无托管",NA,NA,NA,"个人信用贷(5%)、票据(5%)、企业信用贷(10%)、车贷(50%)、房贷(30%)",NA,NA,NA,NA,0,4149,"liannuocaifu",NA,NA,NA,NA,NA,NA,"1"
"联商贷","lsd4",NA,NA,"3000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2710,"lianshangdai4","2015.06","2014.11","10000.00万元","云南","NA","NA","1"
"联投金融","ltjr","15.3%","1月标(80.0%)、3月标(10.0%)等","5000万元","支持","随时","无托管","100％债权回购","平台垫付、合作商100％债权回购",NA,"车贷(100%)","民营系",NA,NA,NA,0,3362,"liantoujinrong",NA,NA,NA,NA,NA,NA,"1"
"联鑫贷","lxd5","18%","1月标(82.4%)、3月标(17.6%)","5000万元","支持","6个月","无托管","保本保息","平台垫付",NA,"个人信用贷(50%)、车贷(50%)","民营系",NA,NA,NA,0,2067,"lianxindai",NA,NA,NA,NA,NA,NA,"1"
"联信财富","lxcf1",NA,NA,"5000万元","不支持","不可转让","无托管","VIP本息保障，非VIP本金保障","非融资性担保公司","烟台宝信担保有限公司(承保2600万)",NA,"民营系",NA,NA,NA,0,289,"lianxincaifu","2014.1","2013.08","5000.00万元","山东","NA","NA","提现困难"
"联众贷","lzd1","20%",NA,"5000万元","支持","随时","无托管","VIP100％本金保障，非VIP享受50％本金垫付","风险准备金(5000万元)",NA,NA,"民营系",NA,NA,NA,0,588,"lianzhongdai","2015.1","2014.03","5000.00万元","广东","NA","NA","跑路"
"联众在线","lzzx","18.5%",NA,"5000万元","支持","不可转让","用户资金托管托管机构为华兴银行",NA,"非融资性担保公司",NA,"个人信用贷(50%)、车贷(10%)、房贷(40%)","民营系",NA,NA,"华兴银行",1,622,"lianzhongzaixian",NA,NA,NA,NA,NA,NA,"1"
"恋贷网","ldw2",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2289,"liandaiwang","2012年","NA","NA","辽宁","NA","NA","1"
"链车金服","lcjf1",NA,NA,"20000万元","不支持",NA,"无托管","保本保息","融资性担保公司",NA,NA,"国资系",NA,NA,NA,0,4212,"lianchejinfu5",NA,NA,NA,NA,NA,NA,"1"
"链家理财","ljlc","7.87%","2月标(37.4%)、1月标(27.2%)等","1046万元","支持","随时","用户资金托管托管机构为易智付科技","100％本息担保","融资性担保公司、平台垫付","中融信担保公司(承保5000万)","房贷(90%)、供应链(10%)",NA,NA,NA,"易智付科技",1,2114,"lianjialicai",NA,NA,NA,NA,NA,NA,"1"
"链金所","ljs9","12%","天标(100.0%)","2000万元","支持","不可转让","用户资金托管托管机构为新浪资金托管、风险准备金托管托管机构为新浪资金托管","保本保息","平台垫付",NA,"供应链(100%)","民营系",NA,"新浪资金托管","新浪资金托管",1,3249,"lianjinsuo9",NA,NA,NA,NA,NA,NA,"1"
"良信财富","lxcf","24%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,866,"liangxincaifu","2016.05","2014.08","1000.00万元","山东","NA","NA","停业"
"良渚财富","lzcf","35%",NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,856,"liangzhucaifu","2015.06","2014.07","5000.00万元","浙江","NA","NA","提现困难"
"粮食贷","lsd7",NA,"1月标(30.0%)、3月标(30.0%)","10000万元",NA,"不可转让","无托管","风险备用金","小贷公司",NA,"供应链(100%)","民营系",NA,NA,NA,0,3569,"liangshidai","2016.03","2015.02","10000.00万元","黑龙江","NA","NA","停业"
"两只老虎","lzlh","13.69%","3月标(42.1%)、4-6月标(26.9%)等","5000万元","支持","随时","用户资金托管托管机构为汇付天下","担保公司本息担保、平台垫付","融资性担保公司、风险准备金(200万元)",NA,NA,"民营系",NA,NA,"汇付天下",1,674,"liangzhilaohu",NA,NA,NA,NA,NA,NA,"1"
"量子贷","lzd","19.61%","1月标(37.8%)、3月标(22.6%)等","500万元","不支持","不可转让","无托管",NA,NA,NA,"车贷(21%)、房贷(79%)","民营系",NA,NA,NA,0,669,"liangzidai",NA,NA,NA,NA,NA,NA,"1"
"量子金融","lzjr","15.85%","1月标(95.5%)、2月标(4.5%)","1000万元","不支持","不可转让","用户资金托管托管机构为乾多多","保本保息","平台垫付、质押车辆变现",NA,"车贷(100%)","民营系",NA,NA,"乾多多",1,1444,"liangzijinrong",NA,NA,NA,NA,NA,NA,"1"
"辽商贷","lsd2","15.8%",NA,"1000万元","不支持","不可转让","无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,349,"liaoshangdai","2015.07","2013.07","1000.00万元","辽宁","NA","NA","停业"
"琳鹏创投","lpct",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3244,"linpengchuangtou","2014.12","2014.05","6000.00万元","贵州","NA","NA","提现困难"
"麟鑫贷","lxd","20%","3月标(13.0%)、1月标(12.0%)","1200万元","支持","不可转让","无托管",NA,"小贷公司、融资性担保公司",NA,"个人信用贷(100%)","民营系",NA,NA,NA,0,1257,"linxindai",NA,NA,NA,NA,NA,NA,"1"
"凌轩财富","lxcf2",NA,NA,"500万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2313,"lingxuancaifu","2013.11","2013.09","NA","上海","755.00万元","NA","提现困难"
"凌云创投","lyct",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2947,"lingyunchuangtou","2015.04","2014.12","1000.00万元","山东","NA","NA","停业"
"零花钱","lhq",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2951,"linghuaqian","2015.04","2015.03","100.00万元","贵州","NA","NA","停业"
"零薪投资","lxtz",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3099,"lingxintouzi","2015.1","NA","NA","福建","NA","NA","跑路"
"零一贷","lyd4",NA,NA,"10000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3514,"lingyidai","2015.11","2014.11","10000.00万元","广东","NA","NA","跑路"
"零用贷","lyd5","11%","1月标(50.0%)、2月标(32.0%)等","10000万元","不支持",NA,"用户资金存管托管机构为汇付天下","100％保本保息,保险公司，风险备用金专户","小贷公司、平台垫付",NA,"个人信用贷(100%)","民营系",NA,NA,NA,1,4197,"lingyongdai",NA,NA,NA,NA,NA,NA,"1"
"领投鸟理财","ltnlc","10.21%","1月标(27.8%)、3月标(11.4%)等","5000万元","不支持","不可转让","用户资金托管托管机构为联动优势","第三方担保本息","非融资性担保公司",NA,"房贷(10%)、银行过桥(90%)","民营系",NA,NA,"联动优势",1,4076,"lingtouniaolicai",NA,NA,NA,NA,NA,NA,"1"
"领投羊","lty","19%","1月标(70.0%)、2月标(30.0%)","2000万元","不支持","1个月","用户资金托管托管机构为汇潮支付","担保公司保本保息","融资性担保公司、非融资性担保公司","惠州市源泰隆信用担保有限公司(承保10000万)、惠州市创源融资担保有限公司(承保20000万)","个人信用贷(20%)、车贷(70%)、房贷(10%)","民营系",NA,NA,"汇潮支付",1,1143,"lingtouyang",NA,NA,NA,NA,NA,NA,"1"
"领先贷","lxd6","15%","2月标(35.0%)、1月标(15.0%)","5000万元","不支持","不可转让","无托管","保本保息","风险准备金(100万元)",NA,"个人信用贷(30%)、企业信用贷(70%)","民营系",NA,NA,NA,0,2474,"lingxiandai",NA,NA,NA,NA,NA,NA,"1"
"柳e贷","led","15%","4-6月标(20.0%)、2月标(15.0%)等","5500万元","不支持","不可转让","无托管","风险备用金","小贷公司、非融资性担保公司、平台垫付、风险准备金(6000万元)",NA,"车贷(10%)、房贷(90%)",NA,NA,NA,NA,0,1760,"liuedai",NA,NA,NA,NA,NA,NA,"1"
"六六投资","lltz","12%","1月标(50.0%)、天标(50.0%)","1000万元","不支持","不可转让","无托管",NA,"融资性担保公司、保险公司",NA,"供应链(99%)",NA,NA,NA,NA,0,1283,"liuliutouzi",NA,NA,NA,NA,NA,NA,"1"
"龙城易贷","lcyd","23.39%",NA,"1000万元","支持","不可转让","无托管","本息垫付","风险准备金(297万元)",NA,"个人信用贷(100%)","民营系",NA,NA,NA,0,122,"longchengyidai",NA,NA,NA,NA,NA,NA,"1"
"龙贷","ld1","11.51%","3月标(57.1%)、1月标(17.7%)等","1000万元","支持","随时","无托管","风险准备金垫付","非融资性担保公司、风险准备金(3075万元)",NA,"个人信用贷(10%)、房贷(90%)","民营系",NA,NA,NA,0,613,"longdai",NA,NA,NA,NA,NA,NA,"1"
"龙华贷","lhd2",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3449,"longhuadai2","2014.08","2014.08","500.00万元","北京","NA","NA","跑路"
"龙江易贷","ljyd","12%",NA,"500万元","支持","随时","无托管","本息保障","平台垫付",NA,"个人信用贷(10%)、车贷(30%)、房贷(30%)、银行过桥(30%)",NA,NA,NA,NA,0,1573,"longjiangyidai",NA,NA,NA,NA,NA,NA,"1"
"龙商e贷","lsed1","10%","2月标(35.0%)、1月标(25.0%)等","5000万元","支持","随时","用户资金托管托管机构为双乾网络支付有限公司","风险保证金制度","非融资性担保公司",NA,"车贷(35%)、房贷(35%)、供应链(30%)","民营系",NA,NA,"双乾网络支付有限公司",1,2175,"longshangedai",NA,NA,NA,NA,NA,NA,"1"
"龙泰财富","ltcf",NA,NA,"600万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2547,"longtaicaifu","2015.07","2015.01","600.00万元","山东","NA","NA","跑路"
"龙腾财富","ltcf8","18%","1月标(80.0%)、2月标(20.0%)","2000万元","支持","不可转让","无托管","VIP保本保息","融资性担保公司、平台垫付",NA,"车贷(60%)、房贷(40%)",NA,NA,NA,NA,0,1874,"longtengcaifu","2015.07","2015.04","2000.00万元","山东","NA","NA","跑路"
"龙腾理财","ltlc1",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3495,"longtenglicai1","2015.11","2015.08","1000.00万元","山东","NA","NA","跑路"
"龙腾投资","lttz",NA,NA,"3000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2659,"longtengtouzi","2015.08","2015.07","3000.00万元","宁夏","NA","NA","跑路"
"龙源金融","lyjr1",NA,NA,"2018万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3188,"longyuanjinrong","2014.12","2014.09","2018.00万元","山东","NA","NA","停业"
"龙跃贷","lyd3",NA,NA,"20万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2406,"longyuedai","2015.07","2013.12","20.00万元","北京","NA","NA","跑路"
"隆筹金融","lcjr1","12%","1月标(66.0%)、3月标(24.0%)等","1200万元","支持","随时","用户资金托管托管机构为汇付天下","保本保息","融资性担保公司",NA,"个人信用贷(10%)、车贷(80%)、房贷(10%)","上市公司系",NA,NA,"汇付天下",1,2190,"longchoujinrong",NA,NA,NA,NA,NA,NA,"1"
"隆发金融","lfjr6","11%","3月标(20.0%)","1000万元","不支持","随时","用户资金托管托管机构为汇付天下","国有担保公司本息担保","融资性担保公司","襄阳市农业产业化投资担保公司(承保21600万)","供应链(80%)、农村金融(20%)","民营系",NA,NA,"汇付天下",1,3893,"longfajinrong",NA,NA,NA,NA,NA,NA,"1"
"隆和财富","lhcf1",NA,"1月标(80.0%)、天标(20.0%)","1000万元","支持","随时","无托管","实物抵押或担保","融资性担保公司",NA,"车贷(80%)、房贷(20%)","民营系",NA,NA,NA,0,2392,"longhecaifu","2016.04","2015.07","1000.00万元","山东","NA","NA","跑路"
"隆金宝","ljb","8.98%","6月标(35.5%)、4-6月标(26.7%)等","5000万元","不支持","1个月","用户资金托管托管机构为北京新浪支付科技有限公司","保本保息","融资性担保公司","重庆两江新区融资担保有限公司(承保60000万)、重庆市交通融资担保有限公司(承保52632万)、湖南联保担保集团有限公司(承保14800万)、重庆市商信宝商业保理有限公司(承保20000万)、重庆市融桥融资担保有限责任公司(承保30000万)、湖南中达中小企业投资担保有限公司(承保15000万)、重庆市涪陵区兴农信用担保有限公司(承保10000万)、重庆市涪陵区银科融资担保有限公司(承保30000万)、重庆市乡镇企业融资担保有限责任公司(承保20000万)、重庆市永川区中小企业担保有限责任公司(承保45000万)",NA,"民营系",NA,NA,"北京新浪支付科技有限公司",1,1638,"longjinbao",NA,NA,NA,NA,NA,NA,"1"
"隆晋贷","ljd2",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2411,"longjindai","2015.07","2014.11","1000.00万元","甘肃","NA","NA","跑路"
"隆隆网","llw","10.3%","4-6月标(45.3%)、6月标(16.0%)等","1250万元","不支持","1个月","用户资金托管托管机构为汇付天下","本息担保","平台垫付",NA,"个人信用贷(26%)、房贷(73%)、债券流转(1%)","上市公司系",NA,NA,"汇付天下",1,964,"longlongwang",NA,NA,NA,NA,NA,NA,"1"
"隆泰贷","ltd1","19.78%","2月标(40.6%)、1月标(39.0%)","1000万元","不支持","不可转让","无托管","VIP保本保息","小贷公司",NA,"个人信用贷(30%)、车贷(40%)、房贷(30%)","民营系",NA,NA,NA,0,2018,"longtaidai",NA,NA,NA,NA,NA,NA,"1"
"龍亿贷","lyd1","15%",NA,"1018万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,1033,"longyidai",NA,NA,NA,NA,NA,NA,"1"
"陇e贷","led1","9%","4-6月标(15.0%)、3月标(15.0%)等","3000万元","不支持","1个月","无托管","担保公司全额保本保息","融资性担保公司","甘肃省融资担保集团有限公司(承保100000万)、甘肃省再担保集团有限公司(承保100000万)","个人信用贷(10%)、房贷(10%)、银行过桥(30%)、供应链(50%)","国资系",NA,NA,NA,0,3164,"longedai",NA,NA,NA,NA,NA,NA,"1"
"鲁班贷","lbd2","14%",NA,"1000万元","支持","随时","无托管","风险备用金计划","平台垫付",NA,NA,"民营系",NA,NA,NA,0,680,"lubandai",NA,NA,NA,NA,NA,NA,"1"
"鲁滨易投","lbyt",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2990,"lubinyitou","2015.03","2015.01","1000.00万元","河北","NA","NA","跑路"
"鲁华财富","lhcf2",NA,NA,"1150万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2602,"luhuacaifu","2015.06","2015.01","1150.00万元","山东","NA","NA","跑路"
"鲁金所","ljs4","10.51%","1月标(69.1%)、3月标(22.4%)等","10000万元","支持","不可转让","用户资金托管托管机构为易宝支付","本息保障","风险准备金(100万元)",NA,"车贷(100%)",NA,NA,NA,"易宝支付",1,2820,"lujinsuo1",NA,NA,NA,NA,NA,NA,"1"
"鲁融贷","lrd1",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2939,"lurongdai","2015.12","2015.02","1000.00万元","山东","NA","NA","提现困难"
"鲁润创投","lrct",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,3160,"lurunchuangtou","2014.12","2014.11","1000.00万元","河北","NA","NA","跑路"
"鲁商贷","lsd3","32.04%",NA,"1201万元","支持","不可转让","无托管","本金保障","、风险准备金(250万元)",NA,"个人信用贷(100%)","民营系",NA,NA,NA,0,157,"lushangdai","2015.01","2013.01","1201.00万元","山东","NA","NA","提现困难"
"鲁信宜贷","lxyd","45%","1月标(100.0%)","1000万元","支持","不可转让","无托管","VIP全额垫付本息，信息管理非暂免。","小贷公司",NA,"车贷(95%)、房贷(5%)","民营系",NA,NA,NA,0,1313,"luxinyidai","2016.03","2015.01","1000.00万元","山东","NA","NA","停业"
"鲁源金融","lyjr",NA,NA,"1000万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2728,"luyuanjinrong","2015.06","2015.05","1000.00万元","山东","NA","NA","跑路"
"陆金所","ljs2","8.17%","6月标(94.7%)、1月标(2.8%)等","83667万元","不支持","随时","无托管","本息垫付","融资性担保公司","平安融资担保（天津）有限公司(承保20000万)",NA,"银行系",NA,NA,NA,0,59,"lujinsuo",NA,NA,NA,NA,NA,NA,"1"
"陆鑫所","lxs","35%",NA,"5000万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,979,"luxinsuo","2015.06","2014.08","5000.00万元","广西","NA","NA","提现困难"
"潞商e贷","lsed","20%","3月标(80.0%)、1月标(10.0%)等","1000万元","不支持","不可转让","无托管","VIP保本保息、逾期平台代偿本息","平台垫付",NA,"个人信用贷(5%)、车贷(20%)、房贷(15%)、银行过桥(15%)、债券流转(15%)、供应链(30%)","民营系",NA,NA,NA,0,1892,"lushangedai",NA,NA,NA,NA,NA,NA,"1"
"洛卡贷","lkd",NA,NA,"50万元",NA,NA,"无托管",NA,NA,NA,NA,"民营系",NA,NA,NA,0,456,"luokadai","2015.08","2014.03","50.00万元","江苏","NA","NA","跑路"
"绿谷贷融资","lgdrz","18%",NA,"2000万元","支持","随时","用户资金托管托管机构为汇付天下","100％本息保障","保险公司",NA,NA,"民营系",NA,NA,"汇付天下",1,981,"lvgudairongzi",NA,NA,NA,NA,NA,NA,"1"
"绿化贷","lhd3","14.27%","6月标(38.7%)、4-6月标(30.2%)等","5000万元","不支持","1个月","用户资金托管托管机构为汇付天下、风险准备金存管托管机构为平安银行","合作机构担保","小贷公司、融资性担保公司、平台垫付、风险准备金(205万元)",NA,"供应链(90%)","国资系",NA,NA,"汇付天下",1,2310,"lvhuadai",NA,NA,NA,NA,NA,NA,"1"
"妈妈资本","mmzb","9.6%","3月标(40.0%)、2月标(10.0%)等","5000万元","支持","随时","无托管","保本保息",NA,NA,"供应链(100%)","民营系",NA,NA,NA,0,3197,"mamaziben",NA,NA,NA,NA,NA,NA,"1"
"麻袋理财","mdlc","11.35%","6月标(99.3%)","1525万元","支持","2个月","无托管","多重保障","风险准备金(4672万元)",NA,"个人信用贷(86%)、车贷(8%)、供应链(6%)","国资系",NA,NA,NA,0,1152,"madailicai",NA,NA,NA,NA,NA,NA,"1"
"马上有钱","msyq8",NA,NA,"万元",NA,NA,"无托管",NA,NA,NA,NA,NA,NA,NA,NA,0,2396,"mashangyouqian8","2014.05","NA","NA","广东","NA","NA","1"
"马尚贷","msd","15%","2月标(70.0%)、1月标(28.0%)等","5000万元","支持","随时","无托管","vip保本保息","小贷公司、平台垫付",NA,"车贷(60%)、房贷(30%)、银行过桥(10%)","民营系",NA,NA,NA,0,1601,"mashangdai",NA,NA,NA,NA,NA,NA,"1"
"码头益","mty","9.58%","6月标(58.6%)、1月标(19.7%)等","1000万元","支持","3个月","无托管","本息保障","融资性担保公司、保险公司",NA,NA,"民营系",NA,NA,NA,0,504,"matouyi",NA,NA,NA,NA,NA,NA,"1"
